date,verse_title,cosine_score,phrase_woodruff,phrase_scripture,volume_title
"December 20, 1848 ",1 Chronicles 14:5,1.0,W X Y Z and 1 2 3 4 5,And Ibhar and Elishua and Elpalet,Old Testament
"December 20, 1848 ",Nehemiah 12:6,1.0,W X Y Z and 1 2 3 4 5,Shemaiah and Joiarib Jedaiah,Old Testament
"January 22, 1843 ",Doctrine and Covenants 128:10,1.0,this rock I will build my Church and the gates,this rock I will build my church and the gates,Doctrine and Covenants
"December 20, 1848 ",Joshua 15:37,1.0,W X Y Z and 1 2 3 4 5,Zenan and Hadashah and Migdalgad,Old Testament
"December 20, 1848 ",Joshua 19:45,1.0,W X Y Z and 1 2 3 4 5,And Jehud and Beneberak and Gathrimmon,Old Testament
"December 20, 1848 ",Joshua 18:22,1.0,W X Y Z and 1 2 3 4 5,And Betharabah and Zemaraim and Bethel,Old Testament
"December 20, 1848 ",Joshua 15:26,1.0,W X Y Z and 1 2 3 4 5,Amam and Shema and Moladah,Old Testament
"December 20, 1848 ",Joshua 15:40,1.0,W X Y Z and 1 2 3 4 5,And Cabbon and Lahmam and Kithlish,Old Testament
"December 20, 1848 ",1 Chronicles 8:23,1.0,W X Y Z and 1 2 3 4 5,And Abdon and Zichri and Hanan,Old Testament
"December 20, 1848 ",Joshua 15:39,1.0,W X Y Z and 1 2 3 4 5,Lachish and Bozkath and Eglon,Old Testament
"December 20, 1848 ",Joshua 15:23,1.0,W X Y Z and 1 2 3 4 5,And Kedesh and Hazor and Ithnan,Old Testament
"December 20, 1848 ",Joshua 19:37,1.0,W X Y Z and 1 2 3 4 5,And Kedesh and Edrei and Enhazor,Old Testament
"December 20, 1848 ",Joshua 19:4,1.0,W X Y Z and 1 2 3 4 5,And Eltolad and Bethul and Hormah,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:8,1.0,Let each company bear an equal proportion according to the,Let each company bear an equal proportion according to the,Doctrine and Covenants
"December 20, 1848 ",Genesis 22:22,1.0,W X Y Z and 1 2 3 4 5,And Chesed and Hazo and Pildash and Jidlaph and Bethuel,Old Testament
"December 20, 1848 ",Esther 9:8,1.0,W X Y Z and 1 2 3 4 5,And Poratha and Adalia and Aridatha,Old Testament
"December 20, 1848 ",Joshua 15:24,1.0,W X Y Z and 1 2 3 4 5,Ziph and Telem and Bealoth,Old Testament
"December 20, 1848 ",1 Chronicles 8:19,1.0,W X Y Z and 1 2 3 4 5,And Jakim and Zichri and Zabdi,Old Testament
"December 20, 1848 ",Joshua 15:31,1.0,W X Y Z and 1 2 3 4 5,And Ziklag and Madmannah and Sansannah,Old Testament
"December 20, 1848 ",1 Chronicles 8:4,1.0,W X Y Z and 1 2 3 4 5,And Abishua and Naaman and Ahoah,Old Testament
"December 20, 1848 ",Ezra 10:25,1.0,W X Y Z and 1 2 3 4 5,Jeziah and Malchiah and Miamin and Eleazar and Malchijah and Benaiah,Old Testament
"December 20, 1848 ",Joshua 15:29,1.0,W X Y Z and 1 2 3 4 5,Baalah and Iim and Azem,Old Testament
"December 20, 1850 ",Mormon 9:29,1.0,in the name of Jesus Christ the Son of the,in the name of Jesus Christ the Son of the,Book of Mormon
"October 20, 1855 ",Luke 2:10,1.0,"""And the Angel said unto them fear not for behold",And the angel said unto them Fear not for behold,New Testament
"December 20, 1848 ",Joshua 19:44,1.0,W X Y Z and 1 2 3 4 5,And Eltekeh and Gibbethon and Baalath,Old Testament
"December 20, 1848 ",Joshua 19:3,1.0,W X Y Z and 1 2 3 4 5,And Hazarshual and Balah and Azem,Old Testament
"December 20, 1848 ",Joshua 13:20,1.0,W X Y Z and 1 2 3 4 5,And Bethpeor and Ashdothpisgah and Bethjeshimoth,Old Testament
"September 15, 1884 ",Doctrine and Covenants 121:36,1.0,that the rights of the Priesthood are inseparably connected with,That the rights of the priesthood are inseparably connected with,Doctrine and Covenants
"December 20, 1848 ",1 Chronicles 8:14,1.0,W X Y Z and 1 2 3 4 5,And Ahio Shashak and Jeremoth,Old Testament
"December 20, 1848 ",1 Chronicles 8:26,1.0,W X Y Z and 1 2 3 4 5,And Shamsherai and Shehariah and Athaliah,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:8,1.0,dividend of their property in taking the poor the widows,dividend of their property in taking the poor the widows,Doctrine and Covenants
"December 20, 1848 ",2 Chronicles 31:13,1.0,W X Y Z and 1 2 3 4 5,and Jozabad and Eliel and Ismachiah and Mahath and Benaiah,Old Testament
"December 20, 1848 ",Joshua 19:20,1.0,W X Y Z and 1 2 3 4 5,And Rabbith and Kishion and Abez,Old Testament
"April 15, 1837 ",Mormon 9:29,1.0,in the name of JESUS CHRIST the Son of the,in the name of Jesus Christ the Son of the,Book of Mormon
"October 6, 1891 ",Doctrine and Covenants 29:5,0.99478,in your midst I am your advocate with the Father,in your midst and am your advocate with the Father,Doctrine and Covenants
"September 15, 1884 ",Doctrine and Covenants 29:5,0.9856,your midst I am your Advocate with the Father I,in your midst and am your advocate with the Father,Doctrine and Covenants
"March 10, 1844 ",Doctrine and Covenants 110:15,0.98207,turn the hearts of the Fathers to the children and,To turn the hearts of the fathers to the children,Doctrine and Covenants
"January 21, 1844 ",Doctrine and Covenants 110:15,0.98207,turn the hearts of the fathers to the children and,To turn the hearts of the fathers to the children,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:11,0.97946,faithfulness ye shall be blessed you shall be blessed in,all faithfulness ye shall be blessed you shall be blessed,Doctrine and Covenants
"December 20, 1848 ",1 Chronicles 12:5,0.97874,W X Y Z and 1 2 3 4 5,Eluzai and Jerimoth and Bealiah and Shemariah and Shephatiah the Haruphite,Old Testament
"December 20, 1848 ",1 Chronicles 12:6,0.97874,W X Y Z and 1 2 3 4 5,Elkanah and Jesiah and Azareel and Joezer and Jashobeam the Korhites,Old Testament
"June 30, 1844 ",John 15:14,0.9787,"""ye are my friends if ye do whatsoever I command",Ye are my friends if ye do whatsoever I command you,New Testament
"June 28, 1835 ",Ezekiel 44:5,0.97133,in all the ordinances of the house of the Lord,ordinances of the house of the Lord and all the,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:25,0.967,thou hast borrowed and if thou canst not repay then,which thou hast borrowed and if thou canst not repay,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:25,0.96448,thou borrowest of thy neighbor thou shalt restore that which,If thou borrowest of thy neighbor thou shalt restore that,Doctrine and Covenants
"July 2, 1840 ",Doctrine and Covenants 68:25,0.96448,the gift of the Holy Ghost by the laying on,and the gift of the Holy Ghost by the laying,Doctrine and Covenants
"January 21, 1847 ",Jeremiah 16:14,0.96334,the children of Israel out of the Land of Egypt,up the children of Israel out of the land of Egypt,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:26,0.96275,thou shalt make diligent search till thou shalt deliver it,thou shalt make diligent search till thou shalt deliver it to him again,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:11,0.96173,if ye do this with a pure heart in all,And if ye do this with a pure heart in,Doctrine and Covenants
"March 10, 1844 ",Doctrine and Covenants 98:16,0.95619,turn the hearts of the Fathers to the children and,turn the hearts of the children to their fathers and the hearts of the fathers to the children,Doctrine and Covenants
"January 21, 1844 ",Doctrine and Covenants 98:16,0.95619,turn the hearts of the fathers to the children and,turn the hearts of the children to their fathers and the hearts of the fathers to the children,Doctrine and Covenants
"April 30, 1843 ",Doctrine and Covenants 68:25,0.95033,gift of the Holy Ghost by the laying on of,and the gift of the Holy Ghost by the laying,Doctrine and Covenants
"March 11, 1859 ",Alma 50:22,0.94279,I said those who were faithful in keeping the commandments,And those who were faithful in keeping the commandments of,Book of Mormon
"October 7, 1856 ",2 Nephi 28:26,0.94182,power of God and the gift of the Holy Ghost,of men and denieth the power of God and the gift of the Holy Ghost!,Book of Mormon
"January 1, 1861 ",2 Nephi 28:26,0.94182,power of God and the Gift of the Holy Ghost,of men and denieth the power of God and the gift of the Holy Ghost!,Book of Mormon
"August 27, 1885 ",Luke 21:33,0.93958,Earth Pass away my words shall not pass away but,Heaven and earth shall pass away but my words shall not pass away,New Testament
"August 27, 1885 ",Matthew 24:35,0.93958,Earth Pass away my words shall not pass away but,Heaven and earth shall pass away but my words shall not pass away,New Testament
"August 27, 1885 ",Mark 13:31,0.93958,Earth Pass away my words shall not pass away but,Heaven and earth shall pass away but my words shall not pass away,New Testament
"January 1, 1877 ",Doctrine and Covenants 88:2,0.93421,into the Ears of the Lord of Sabaoth and be,up into the ears of the Lord of Sabaoth and,Doctrine and Covenants
"January 1, 1877 ",Doctrine and Covenants 98:2,0.93345,into the Ears of the Lord of Sabaoth and be,into the ears of the Lord of Sabaoth and are,Doctrine and Covenants
"September 15, 1884 ",Doctrine and Covenants 121:36,0.93317,cannot be controlled nor handled only upon the principles of,cannot be controlled nor handled only upon the principles of righteousness,Doctrine and Covenants
"April 7, 1848 ",2 Chronicles 3:17,0.93252,the other on the left the right hand was a,on the right hand and the other on the left,Old Testament
"December 20, 1840 ",Joseph Smith--History 1:1,0.93111,of the rise and progress of the Church of Jesus,rise and progress of The Church of Jesus Christ of,Pearl of Great Price
"February 26, 1879 ",Ezekiel 38:12,0.92811,take a prey and to take a spoil which they,To take a spoil and to take a prey to,Old Testament
"December 31, 1840 ",1 Nephi 13:37,0.92768,the gift of the Holy Ghost ^and power^ of the,gift and the power of the Holy Ghost and if,Book of Mormon
"January 21, 1847 ",Doctrine and Covenants 136:11,0.92588,your flocks and in your herds and in your fields,in your flocks and in your herds and in your fields and in your houses and in your families,Doctrine and Covenants
"March 27, 1842 ",Moses 7:11,0.91999,baptize a man in the Name of the Father of,baptize in the name of the Father and of the,Pearl of Great Price
"October 20, 1855 ",Luke 2:10,0.91998,I bring you good tidings of great Joy which shall,I bring you good tidings of great joy which shall be to all people,New Testament
"April 8, 1844 ",Ezekiel 44:5,0.91732,all the ordinances of the house of the Lord so,ordinances of the house of the Lord and all the,Old Testament
"September 9, 1843 ",Isaiah 60:17,0.9171,then for brass the Lord will bring gold for Iron,For brass I will bring gold and for iron I,Old Testament
"April 7, 1836 ",2 Corinthians 11:29,0.91555,is weak and I am not weak Who is offended,Who is weak and I am not weak who is offended and I burn not,New Testament
"August 27, 1885 ",Doctrine and Covenants 1:38,0.91248,Earth Pass away my words shall not pass away but,earth pass away my word shall not pass away but,Doctrine and Covenants
"December 31, 1840 ",2 Nephi 28:26,0.91245,the gift of the Holy Ghost ^and power^ of the,of men and denieth the power of God and the gift of the Holy Ghost!,Book of Mormon
"February 23, 1848 ",Moses 7:47,0.91045,Lamb slain from before the foundation of the world to,Lamb is slain from the foundation of the world and,Pearl of Great Price
"September 5, 1841 ",Doctrine and Covenants 135:6,0.90825,Bible Book of Mormon and book of Doctrine and Covenants,Book of Mormon and this book of Doctrine and Covenants,Doctrine and Covenants
"July 18, 1845 ",2 Nephi 19:6,0.90663,a son for unto us a child is born unto,For unto us a child is born unto us a,Book of Mormon
"July 18, 1845 ",Isaiah 9:6,0.90663,a son for unto us a child is born unto,For unto us a child is born unto us a,Old Testament
"February 12, 1841 ",Revelation 18:5,0.90424,reached unto heaven and God hath remembered her iniquities and,For her sins have reached unto heaven and God hath remembered her iniquities,New Testament
"April 30, 1846 ",Psalms 22:1,0.90286,God my God why hast thou forsaken me In three,My God my God why hast thou forsaken me why,Old Testament
"April 2, 1885 ",Moses 7:65,0.90176,the coming of the Son of Man I the Lord,of the coming of the Son of Man in the,Pearl of Great Price
"March 10, 1844 ",Acts 3:19,0.9015,said repent therefore and be converted that your sins may,Repent ye therefore and be converted that your sins may,New Testament
"February 26, 1879 ",Daniel 6:5,0.89927,against this Daniel except we find it against him concerning,against this Daniel except we find it against him concerning the law of his God,Old Testament
"March 10, 1844 ",Doctrine and Covenants 98:16,0.89609,hearts of the Fathers to the Children and the hearts,turn the hearts of the children to their fathers and the hearts of the fathers to the children,Doctrine and Covenants
"October 7, 1856 ",1 Nephi 13:37,0.89434,power of God and the gift of the Holy Ghost,gift and the power of the Holy Ghost and if,Book of Mormon
"January 1, 1861 ",1 Nephi 13:37,0.89434,power of God and the Gift of the Holy Ghost,gift and the power of the Holy Ghost and if,Book of Mormon
"January 21, 1847 ",Doctrine and Covenants 136:16,0.8933,let my servants that have been appointed go and teach,And let my servants that have been appointed go and,Doctrine and Covenants
"September 15, 1884 ",Doctrine and Covenants 121:36,0.89316,the Powers of heavens and that the powers of heaven,the powers of heaven and that the powers of heaven,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:15,0.89242,Captains of hundreds and of fifties and of tens And,And appoint presidents and captains of hundreds and of fifties and of tens,Doctrine and Covenants
"August 29, 1896 ",Moses 7:65,0.89073,until the coming of the Son of Man I the,of the coming of the Son of Man in the,Pearl of Great Price
"July 2, 1840 ",Joseph Smith--History 1:70,0.88963,the gift of the Holy Ghost by the laying on,laying on hands for the gift of the Holy Ghost,Pearl of Great Price
"April 16, 1847 ",Doctrine and Covenants 136:3,0.88865,4 Captains of fifties and Captains of tens I was,of fifties and captains of tens with a president and,Doctrine and Covenants
"November 11, 1855 ",3 Nephi 13:10,0.88852,and thy will be done on Earth as it is,Thy will be done on earth as it is in heaven,Book of Mormon
"February 7, 1869 ",Hebrews 12:1,0.88618,sin which doth so Easily beset us and rum for,and the sin which doth so easily beset us and,New Testament
"April 30, 1843 ",Joseph Smith--History 1:70,0.88537,gift of the Holy Ghost by the laying on of,laying on hands for the gift of the Holy Ghost,Pearl of Great Price
"January 1, 1858 ",Doctrine and Covenants 101:90,0.88441,stewards and appoint them their portion with hypocrites and unbelievers,unjust stewards and appoint them their portion among hypocrites and unbelievers,Doctrine and Covenants
"September 13, 1846 ",Isaiah 28:13,0.88279,line here a little and there a little until we,line here a little and there a little that they,Old Testament
"June 11, 1843 ",Doctrine and Covenants 43:24,0.88273,hen gathereth her chickens under wings But ye would not,have gathered you together as a hen gathereth her chickens under her wings but ye would not!,Doctrine and Covenants
"February 26, 1879 ",Doctrine and Covenants 1:30,0.88081,only true and living Church upon the face of the,darkness the only true and living church upon the face,Doctrine and Covenants
"January 1, 1858 ",Micah 4:11,0.88008,let our Eye look upon Zion and let her be,Let her be defiled and let our eye look upon Zion,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:36,0.87907,them and they have shed innocent blood which crieth from,unto them and they have shed innocent blood which crieth from the ground against them,Doctrine and Covenants
"August 20, 1843 ",Mosiah 26:13,0.8789,inquired of the Lord what he should do and the,he went and inquired of the Lord what he should,Book of Mormon
"April 7, 1848 ",3 Nephi 12:25,0.87823,with thine Adversary quickly while thou art in the way,Agree with thine adversary quickly while thou art in the,Book of Mormon
"March 10, 1844 ",Acts 3:19,0.8781,be blotted out when the times of refreshing shall come,be blotted out when the times of refreshing shall come from the presence of the Lord,New Testament
"October 6, 1891 ",Luke 12:32,0.87731,Fear not little flock it is your father's good pleasure,Fear not little flock for it is your Father's good pleasure to give you the kingdom,New Testament
"September 13, 1846 ",Isaiah 28:13,0.87665,an Apostle said we have precept upon precept line upon,upon precept precept upon precept line upon line line upon,Old Testament
"April 4, 1896 ",Doctrine and Covenants 105:15,0.87628,they shall not be left to pollute my heritage The,shall not be left to pollute mine heritage and to,Doctrine and Covenants
"April 9, 1852 ",Doctrine and Covenants 128:18,0.8755,they without us could not be made perfect Neither can,neither can they without us be made perfect Neither can,Doctrine and Covenants
"February 20, 1845 ",Hebrews 4:9,0.87527,"words ""There remaineth therefore a rest for the people of",There remaineth therefore a rest to the people of God,New Testament
"January 13, 1856 ",Malachi 4:6,0.87458,their Fathers lest I come and smite the Earth with,fathers lest I come and smite the earth with a curse,Old Testament
"January 13, 1856 ",3 Nephi 25:6,0.87458,their Fathers lest I come and smite the Earth with,fathers lest I come and smite the earth with a curse,Book of Mormon
"December 31, 1860 ",Doctrine and Covenants 68:8,0.87359,to go into all the world to preach the gospel,Go ye into all the world preach the gospel to,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:31,0.87322,with them My people must be tried in all things,My people must be tried in all things that they,Doctrine and Covenants
"December 31, 1840 ",Psalms 84:10,0.87217,than to dwell in the tents of wickedness I felt,of my God than to dwell in the tents of wickedness,Old Testament
"January 21, 1847 ",2 Kings 6:17,0.872,his eyes may be opened that he may see and,his eyes that he may see And the Lord opened,Old Testament
"December 31, 1860 ",Ezekiel 44:5,0.87187,the ordinances of the House of the Lord He was,ordinances of the house of the Lord and all the,Old Testament
"August 18, 1844 ",3 Nephi 9:2,0.87129,see that all is right WO WO WO unto all,Wo wo wo unto this people wo unto the inhabitants,Book of Mormon
"March 17, 1857 ",Doctrine and Covenants 128:8,0.87125,we record on Earth shall be recorded in heaven and,not record on earth shall not be recorded in heaven,Doctrine and Covenants
"December 20, 1850 ",Deuteronomy 33:17,0.87075,push the people together to the Ends of the Earth,he shall push the people together to the ends of,Old Testament
"September 13, 1846 ",Isaiah 28:10,0.86924,an Apostle said we have precept upon precept line upon,For precept must be upon precept precept upon precept line,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:8,0.86898,the Fatherless come not up into the ears of the,the fatherless come not up into the ears of the Lord against this people,Doctrine and Covenants
"February 26, 1879 ",2 Nephi 20:6,0.86819,take a prey and to take a spoil which they,charge to take the spoil and to take the prey,Book of Mormon
"February 26, 1879 ",Isaiah 10:6,0.86819,take a prey and to take a spoil which they,charge to take the spoil and to take the prey,Old Testament
"April 4, 1896 ",Doctrine and Covenants 105:15,0.8679,and waste ^away^ mine enemies and not many years hence,lay waste mine enemies and not many years hence they,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:3,0.86655,Captains of hundreds and of fifties and of tens And,of fifties and captains of tens with a president and,Doctrine and Covenants
"October 19, 1851 ",Genesis 2:9,0.86416,knowledge of good Evil in the midst of the garden,midst of the garden and the tree of knowledge of good and evil,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:42,0.86381,be diligent in keeping all my commandments lest judgment come,Be diligent in keeping all my commandments lest judgments come,Doctrine and Covenants
"March 10, 1844 ",Joseph Smith--History 1:39,0.86353,hearts of the Fathers to the Children and the hearts,to the fathers and the hearts of the children shall,Pearl of Great Price
"January 21, 1847 ",Doctrine and Covenants 136:12,0.86246,servants Ezra Taft Benson and Erastus Snow organize a company,Let my servants Ezra T Benson and Erastus Snow organize a company,Doctrine and Covenants
"April 27, 1839 ",Mormon 8:7,0.86114,driven from city to city and from place to place,down from city to city and from place to place,Book of Mormon
"August 20, 1843 ",Revelation 16:6,0.86064,they had shed the Blood of Prophets and Saints Their,For they have shed the blood of saints and prophets,New Testament
"February 2, 1838 ",2 Kings 2:23,0.85997,when they said go up thou bald head As with,said unto him Go up thou bald head go up thou bald head,Old Testament
"December 20, 1848 ",1 Chronicles 7:10,0.85923,W X Y Z and 1 2 3 4 5,Bilhan Jeush and Benjamin and Ehud and Chenaanah and Zethan and Tharshish and Ahishahar,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:23,0.85708,another Cease to speak evil one of another Cease drunkenness,Cease to contend one with another cease to speak evil one of another,Doctrine and Covenants
"January 1, 1877 ",Doctrine and Covenants 109:77,0.85531,O Hear us O Lord in these our petitions and,O Lord God Almighty hear us in these our petitions,Doctrine and Covenants
"October 9, 1875 ",Matthew 25:5,0.85529,He says that while the Bridegroom tarried they all slumbered,While the bridegroom tarried they all slumbered and slept,New Testament
"April 2, 1886 ",Doctrine and Covenants 55:2,0.85433,the Name of Jesus Christ the Son of the Living God,way of baptism in the name of Jesus Christ the Son of the living God,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:25,0.85375,go straitway and tell thy neighbor lest he condemn thee,then go straightway and tell thy neighbor lest he condemn thee,Doctrine and Covenants
"December 31, 1837 ",1 Nephi 1:14,0.85363,"and marvelous are thy works ""O LORD GOD ALMIGHTY"" when",marvelous are thy works O Lord God Almighty! Thy throne,Book of Mormon
"February 15, 1849 ",2 Nephi 28:26,0.85352,the power of God And the gift of the Holy,of men and denieth the power of God and the gift of the Holy Ghost!,Book of Mormon
"January 1, 1877 ",3 Nephi 13:13,0.85267,thine is the Kingdom Power and Glory forever Amen Redeemer,For thine is the kingdom and the power and the glory forever Amen,Book of Mormon
"February 17, 1857 ",Judges 13:9,0.85261,God his voice was as the voice of God and,And God hearkened to the voice of Manoah and the,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:1,0.85208,the Lord concerning the camp of Israel In their journeyings,The Word and Will of the Lord concerning the Camp of Israel in their journeyings to the West,Doctrine and Covenants
"January 21, 1847 ",Exodus 6:13,0.85153,the children of Israel out of the Land of Egypt,unto Pharaoh king of Egypt to bring the children of Israel out of the land of Egypt,Old Testament
"October 19, 1851 ",Moses 3:9,0.85092,knowledge of good Evil in the midst of the garden,in the midst of the garden and also the tree of knowledge of good and evil,Pearl of Great Price
"December 20, 1850 ",Helaman 3:28,0.85015,in the name of Jesus Christ the Son of the,the name of Jesus Christ who is the Son of God,Book of Mormon
"April 15, 1837 ",Helaman 3:28,0.85015,in the name of JESUS CHRIST the Son of the,the name of Jesus Christ who is the Son of God,Book of Mormon
"June 25, 1886 ",1 Corinthians 2:9,0.84921,Ear heard Neither hath it Entered into the heart of,ear heard neither have entered into the heart of man,New Testament
