date,verse_title,cosine_score,phrase_woodruff,phrase_scripture,volume_title
"April 30, 1847 ",2 Kings 3:12,0.71128,Brigham Young said it was the word of the Lord,And Jehoshaphat said The word of the Lord is with,Old Testament
"January 16, 1889 ",Numbers 26:8,0.71073,spoke about 15 Minuts My sons and sons in Law,And the sons of Pallu Eliab,Old Testament
"February 18, 1840 ",Genesis 36:15,0.71055,Granvill the late Duke father of the present Duke of,of Eliphaz the firstborn son of Esau duke Teman duke Omar duke Zepho duke Kenaz,Old Testament
"March 23, 1857 ",Numbers 6:24,0.71033,of the Lord and we pray thee to Bless and,The Lord bless thee and keep thee,Old Testament
"April 5, 1863 ",Numbers 27:23,0.71023,the Twelve laid hands upon him I visited him in,And he laid his hands upon him and gave him,Old Testament
"July 1, 1838 ",2 Samuel 18:2,0.71021,the house of God at the hand of their son,the hand of Abishai the son of Zeruiah Joab's brother,Old Testament
"January 28, 1844 ",Numbers 26:16,0.70939,of the family [] I met with the quorum of,Of Ozni the family of the Oznites of Eri the family of the Erites,Old Testament
"January 28, 1844 ",Numbers 26:6,0.70939,of the family [] I met with the quorum of,Of Hezron the family of the Hezronites of Carmi the family of the Carmites,Old Testament
"January 28, 1844 ",Numbers 26:39,0.70939,of the family [] I met with the quorum of,Of Shupham the family of the Shuphamites of Hupham the family of the Huphamites,Old Testament
"January 28, 1844 ",Numbers 26:17,0.70939,of the family [] I met with the quorum of,Of Arod the family of the Arodites of Areli the family of the Arelites,Old Testament
"January 28, 1844 ",Numbers 26:49,0.70939,of the family [] I met with the quorum of,Of Jezer the family of the Jezerites of Shillem the family of the Shillemites,Old Testament
"January 28, 1844 ",Numbers 26:24,0.70939,of the family [] I met with the quorum of,Of Jashub the family of the Jashubites of Shimron the family of the Shimronites,Old Testament
"January 28, 1844 ",Numbers 26:57,0.70939,of the family [] I met with the quorum of,of Kohath the family of the Kohathites of Merari the family of the Merarites,Old Testament
"January 7, 1868 ",Deuteronomy 5:14,0.70927,of the seventh Day Sabbath and spoke of the organization,But the seventh day is the sabbath of the Lord,Old Testament
"January 7, 1868 ",Exodus 20:10,0.70927,of the seventh Day Sabbath and spoke of the organization,But the seventh day is the sabbath of the Lord,Old Testament
"January 21, 1847 ",Exodus 6:26,0.70893,the children of Israel out of the Land of Egypt,said Bring out the children of Israel from the land of Egypt according to their armies,Old Testament
"December 24, 1861 ",Deuteronomy 21:5,0.7088,unto God I feel to bless you in the name,unto him and to bless in the name of the,Old Testament
"April 30, 1879 ",Exodus 10:15,0.70842,open country the whole face of the Earth covered with,For they covered the face of the whole earth so,Old Testament
"April 15, 1837 ",Exodus 23:15,0.70826,of Ephraim^ thou shalt have a celestial crown Thou shalt,Thou shalt keep the feast of unleavened bread thou shalt,Old Testament
"February 26, 1879 ",Numbers 1:9,0.7082,of the Son of man First to the Saints of,Of Zebulun Eliab the son of Helon,Old Testament
"February 26, 1879 ",Numbers 1:13,0.7082,of the Son of man First to the Saints of,Of Asher Pagiel the son of Ocran,Old Testament
"February 26, 1879 ",Numbers 1:8,0.7082,of the Son of man First to the Saints of,Of Issachar Nethaneel the son of Zuar,Old Testament
"February 26, 1879 ",2 Samuel 6:7,0.70745,for his anger is kindled and the slain of the,And the anger of the Lord was kindled against Uzzah,Old Testament
"January 28, 1844 ",Numbers 26:26,0.70695,of the family [] I met with the quorum of,the family of the Sardites of Elon the family of the Elonites of Jahleel the family of the Jahleelites,Old Testament
"January 28, 1844 ",Numbers 26:35,0.70695,of the family [] I met with the quorum of,Shuthelah the family of the Shuthalhites of Becher the family of the Bachrites of Tahan the family of the Tahanites,Old Testament
"January 28, 1844 ",Numbers 26:44,0.70695,of the family [] I met with the quorum of,the family of the Jimnites of Jesui the family of the Jesuites of Beriah the family of the Beriites,Old Testament
"January 28, 1844 ",Numbers 26:12,0.70648,of the family [] I met with the quorum of,family of the Nemuelites of Jamin the family of the Jaminites of Jachin the family of the Jachinites,Old Testament
"January 28, 1844 ",Numbers 26:15,0.70648,of the family [] I met with the quorum of,family of the Zephonites of Haggi the family of the Haggites of Shuni the family of the Shunites,Old Testament
"September 15, 1856 ",Deuteronomy 16:14,0.70588,and History of thy church and kingdom and of thy,son and thy daughter and thy manservant and thy maidservant,Old Testament
"October 12, 1856 ",Judges 3:10,0.70576,who had the spirit of the Lord upon him we,And the Spirit of the Lord came upon him and,Old Testament
"October 12, 1856 ",Judges 14:19,0.70576,who had the spirit of the Lord upon him we,And the Spirit of the Lord came upon him and,Old Testament
"April 7, 1881 ",Exodus 17:12,0.70559,take one side and some the other Out of the,the one side and the other on the other side,Old Testament
"June 8, 1893 ",Joshua 16:7,0.70519,D and R G R R and went out to,And it went down from Janohah to Ataroth and to Naarath and came to Jericho and went out at Jordan,Old Testament
"January 13, 1881 ",Leviticus 21:19,0.70507,bear testimony against that Nation or man or house or,Or a man that is brokenfooted or brokenhanded,Old Testament
"February 15, 1849 ",Exodus 40:38,0.7044,of fire by night and cloud by day and in,by day and fire was on it by night in,Old Testament
"April 30, 1849 ",1 Kings 22:15,0.7044,house the King then said I am your king I,So he came to the king And the king said,Old Testament
"March 23, 1837 ",Genesis 24:48,0.70395,of the temple and we bowed down before the Lord,And I bowed down my head and worshipped the Lord,Old Testament
"November 18, 1858 ",Leviticus 20:14,0.70368,take her and make a wife of her and if,And if a man take a wife and her mother,Old Testament
"January 28, 1844 ",Numbers 26:23,0.70359,of the family [] I met with the quorum of,the family of the Tolaites of Pua the family of the Punites,Old Testament
"January 28, 1844 ",Numbers 26:48,0.70359,of the family [] I met with the quorum of,the family of the Jahzeelites of Guni the family of the Gunites,Old Testament
"April 15, 1837 ",Numbers 26:25,0.70325,be numbered with the one hundred forty and four thousand,were numbered of them threescore and four thousand and three hundred,Old Testament
"August 31, 1837 ",1 Kings 19:4,0.70299,a grove and sat down under a fir tree and,and came and sat down under a juniper tree and,Old Testament
"January 13, 1856 ",1 Samuel 15:4,0.7018,one chase a thousand and two put ten thousand to,Telaim two hundred thousand footmen and ten thousand men of Judah,Old Testament
"April 19, 1847 ",Joshua 1:4,0.70151,of the bank of the river the river on one,river the river Euphrates all the land of the Hittites,Old Testament
"December 31, 1840 ",Judges 11:26,0.70141,the following Towns and Cities Towns and Cities Population Shires,Aroer and her towns and in all the cities that,Old Testament
"January 21, 1847 ",Genesis 47:14,0.70138,the children of Israel out of the Land of Egypt,in the land of Egypt and in the land of,Old Testament
"January 13, 1856 ",Joshua 17:2,0.70109,to the children and the hearts of the children to,for the children of Hepher and for the children of,Old Testament
"July 25, 1845 ",Deuteronomy 7:18,0.70082,shalt be a comfort unto them thou shalt be Baptized,Thou shalt not be afraid of them but shalt well,Old Testament
