date,verse_title,cosine_score,phrase_woodruff,phrase_scripture,volume_title
"January 21, 1847 ",Doctrine and Covenants 136:32,0.91917,God that his eyes may be opened that he may see and his,the Lord his God that his eyes may be opened that he may,Doctrine and Covenants
"September 15, 1884 ",Doctrine and Covenants 121:36,0.91739,of heaven cannot be controlled nor handled only upon the principles of Righteousness,heaven and that the powers of heaven cannot be controlled nor handled only upon the principles of righteousness,Doctrine and Covenants
"February 26, 1879 ",Doctrine and Covenants 1:38,0.91549,will 13 What I have spoken I have spoken and I excuse not,What I the Lord have spoken I have spoken and I excuse not,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:26,0.91524,make diligent search till thou shalt deliver it to him again Thou shall,diligent search till thou shalt deliver it to him again,Doctrine and Covenants
"March 27, 1842 ",Doctrine and Covenants 68:8,0.9129,the Name of the Father of the Son and of the Holy Ghost,the Father and of the Son and of the Holy Ghost,Doctrine and Covenants
"March 27, 1842 ",Matthew 28:19,0.9129,the Name of the Father of the Son and of the Holy Ghost,the Father and of the Son and of the Holy Ghost,New Testament
"January 21, 1847 ",Doctrine and Covenants 136:9,0.90871,this people Let each company prepare houses and fields for raising grain for,Let each company prepare houses and fields for raising grain for those who,Doctrine and Covenants
"October 8, 1848 ",Joseph Smith--Matthew 1:26,0.90608,it be in the coming of the Son of Man and I had,the coming of the Son of Man be,Pearl of Great Price
"March 8, 1857 ",Doctrine and Covenants 132:22,0.90514,"""strait is the gate and narrow the way that leadeth unto Eternal life",For strait is the gate and narrow the way that leadeth unto the,Doctrine and Covenants
"October 19, 1851 ",Abraham 5:9,0.90381,tree of knowledge of good Evil in the midst of the garden little,also in the midst of the garden and the tree of knowledge of good and evil,Pearl of Great Price
"December 31, 1860 ",Joseph Smith--History 1:69,0.90159,of Aaron OT holds the priesthood keys of the ministering of angels will,Priesthood of Aaron which holds the keys of the ministering of angels and,Pearl of Great Price
"December 31, 1860 ",Doctrine and Covenants 13:1,0.90159,of Aaron OT holds the priesthood keys of the ministering of angels will,Priesthood of Aaron which holds the keys of the ministering of angels and,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:27,0.90076,be diligent in preserving what thou hast that thou mayest be a wise,Thou shalt be diligent in preserving what thou hast that thou mayest be,Doctrine and Covenants
"February 2, 1851 ",Doctrine and Covenants 98:16,0.89926,turn the hearts of the children to their fathers and the fathers to,of the children to their fathers and the hearts of the fathers to the children,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:32,0.89831,is ignorant learn wisdom by humbling himself and calling upon the Lord his,Let him that is ignorant learn wisdom by humbling himself and calling upon,Doctrine and Covenants
"March 27, 1842 ",Doctrine and Covenants 20:73,0.89766,the Name of the Father of the Son and of the Holy Ghost,name of the Father and of the Son and of the Holy Ghost Amen,Doctrine and Covenants
"October 19, 1851 ",Moses 3:9,0.89562,tree of knowledge of good Evil in the midst of the garden little,the midst of the garden and also the tree of knowledge of good and evil,Pearl of Great Price
"January 1, 1858 ",Doctrine and Covenants 101:90,0.89011,wicked and unjust stewards and appoint them their portion with hypocrites and unbelievers,will cut off those wicked unfaithful and unjust stewards and appoint them their portion among hypocrites and unbelievers,Doctrine and Covenants
"March 10, 1844 ",3 Nephi 25:6,0.88919,to the Fathers lest I come and smite the earth with a curse,the heart of the children to their fathers lest I come and smite the earth with a curse,Book of Mormon
"March 10, 1844 ",Malachi 4:6,0.88919,to the Fathers lest I come and smite the earth with a curse,the heart of the children to their fathers lest I come and smite the earth with a curse,Old Testament
"January 13, 1881 ",Doctrine and Covenants 84:92,0.8891,cleanse our feet with water pure water whether in heat or in cold,cleanse your feet even with water pure water whether in heat or in,Doctrine and Covenants
"July 5, 1884 ",Doctrine and Covenants 105:15,0.88403,and not many years hence they shall not be left to pollute mine,enemies and not many years hence they shall not be left to pollute,Doctrine and Covenants
"April 19, 1893 ",Doctrine and Covenants 103:27,0.88292,sake for he that layeth down his life for my sake shall find,for whoso layeth down his life for my sake shall find it again,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:14,0.88186,organize a company Also let my servants Amasa Mason Lyman and George Albert,Also let my servants Amasa Lyman and George A Smith organize a company,Doctrine and Covenants
"October 6, 1891 ",Luke 12:32,0.88112,not little flock it is your father's good pleasure to give you the,Fear not little flock for it is your Father's good pleasure to give you the kingdom,New Testament
"September 5, 1841 ",Doctrine and Covenants 135:6,0.88073,the Bible Book of Mormon and book of Doctrine and Covenants Elder W,the Book of Mormon and this book of Doctrine and Covenants of the,Doctrine and Covenants
"March 10, 1844 ",Doctrine and Covenants 27:9,0.87817,hearts of the Fathers to the Children and the hearts of the Children,of turning the hearts of the fathers to the children and the hearts,Doctrine and Covenants
"January 21, 1844 ",Doctrine and Covenants 27:9,0.87817,hearts of the fathers to the children and the hearts of the children,of turning the hearts of the fathers to the children and the hearts,Doctrine and Covenants
"September 10, 1843 ",2 Nephi 28:26,0.87692,by the power of God and the gift of the Holy Ghost events,denieth the power of God and the gift of the Holy Ghost!,Book of Mormon
"January 21, 1847 ",Doctrine and Covenants 136:25,0.87388,thy neighbor thou shalt restore that which thou hast borrowed and if thou,If thou borrowest of thy neighbor thou shalt restore that which thou hast,Doctrine and Covenants
"April 15, 1837 ",Deuteronomy 23:21,0.87123,Thou shalt labour in the Temple of the Lord thy God Thou shalt,When thou shalt vow a vow unto the Lord thy God thou shalt,Old Testament
"October 20, 1857 ",Psalms 129:8,0.86885,I bless you all in the name of the Lord and if you,upon you we bless you in the name of the Lord,Old Testament
"January 13, 1856 ",Doctrine and Covenants 2:2,0.8682,Fathers to the children and the hearts of the children to their Fathers,to the fathers and the hearts of the children shall turn to their fathers,Doctrine and Covenants
"October 19, 1851 ",Genesis 2:9,0.86595,tree of knowledge of good Evil in the midst of the garden little,life also in the midst of the garden and the tree of knowledge of good and evil,Old Testament
"February 2, 1851 ",Doctrine and Covenants 110:15,0.86522,turn the hearts of the children to their fathers and the fathers to,To turn the hearts of the fathers to the children and the children,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:40,0.86513,your enemies only in that I have left a witness of my name,Have I not delivered you from your enemies only in that I have left a witness of my name,Doctrine and Covenants
"January 9, 1894 ",Doctrine and Covenants 56:11,0.86484,all be fulfilled And though heaven and earth pass away my words shall,And though the heaven and the earth pass away these words shall not pass away but shall be fulfilled,Doctrine and Covenants
"February 2, 1851 ",Doctrine and Covenants 128:17,0.86371,the children lest I come and smite the whole Earth with a curse,of the children to their fathers lest I come and smite the earth with a curse,Doctrine and Covenants
"February 23, 1848 ",2 Nephi 2:25,0.86371,fell that men might be men are that they may have Joy but,Adam fell that men might be and men are that they might have joy,Book of Mormon
"January 21, 1847 ",Doctrine and Covenants 136:8,0.8627,those who have gone into the armey that the cries of the widow,those who have gone into the army that the cries of the widow,Doctrine and Covenants
"September 13, 1846 ",Isaiah 28:13,0.86253,precept line upon line here a little and there a little until we,upon precept line upon line line upon line here a little and there,Old Testament
"March 10, 1844 ",Hebrews 6:6,0.86242,the son of God afresh and put him to an open frame shame,crucify to themselves the Son of God afresh and put him to an open shame,New Testament
"January 1, 1877 ",Doctrine and Covenants 109:77,0.8612,Hear O Hear us O Lord in these our petitions and answer us,O Lord God Almighty hear us in these our petitions and answer us,Doctrine and Covenants
"January 21, 1844 ",Doctrine and Covenants 98:16,0.86076,hearts of the fathers to the children and the hearts of the children,of the children to their fathers and the hearts of the fathers to the children,Doctrine and Covenants
"March 10, 1844 ",Doctrine and Covenants 98:16,0.86076,hearts of the Fathers to the Children and the hearts of the Children,of the children to their fathers and the hearts of the fathers to the children,Doctrine and Covenants
"August 5, 1860 ",2 Nephi 28:26,0.86049,spirit and power of God the Holy Ghost and the gift of eternal,denieth the power of God and the gift of the Holy Ghost!,Book of Mormon
"March 10, 1844 ",Doctrine and Covenants 110:15,0.86005,hearts of the Fathers to the Children and the hearts of the Children,To turn the hearts of the fathers to the children and the children,Doctrine and Covenants
"January 21, 1844 ",Doctrine and Covenants 110:15,0.86005,hearts of the fathers to the children and the hearts of the children,To turn the hearts of the fathers to the children and the children,Doctrine and Covenants
"September 13, 1846 ",2 Nephi 28:30,0.85729,precept line upon line here a little and there a little until we,of men line upon line precept upon precept here a little and there,Book of Mormon
"August 25, 1844 ",Job 32:8,0.85663,in man and the inspiration of the Almighty giveth it understanding it is,But there is a spirit in man and the inspiration of the Almighty giveth them understanding,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:11,0.85659,your flocks and in your herds and in your fields and in your,herds and in your fields and in your houses and in your families,Doctrine and Covenants
"July 25, 1887 ",Doctrine and Covenants 82:23,0.85615,"""Leave Judgment with me for it is mine and I will repay"" Saith",Leave judgment alone with me for it is mine and I will repay,Doctrine and Covenants
"August 13, 1857 ",Moroni 4:3,0.8542,prayer [] O God our Eternal Father we ask thee in the name,O God the Eternal Father we ask thee in the name of thy,Book of Mormon
"August 13, 1857 ",Doctrine and Covenants 20:77,0.8542,prayer [] O God our Eternal Father we ask thee in the name,O God the Eternal Father we ask thee in the name of thy,Doctrine and Covenants
"August 13, 1857 ",Moroni 5:2,0.8542,prayer [] O God our Eternal Father we ask thee in the name,O God the Eternal Father we ask thee in the name of thy,Book of Mormon
"August 13, 1857 ",Doctrine and Covenants 20:79,0.8542,prayer [] O God our Eternal Father we ask thee in the name,O God the Eternal Father we ask thee in the name of thy,Doctrine and Covenants
"February 26, 1879 ",Daniel 6:5,0.85129,against this Daniel except we find it against him concerning the Law of,except we find it against him concerning the law of his God,Old Testament
"January 1, 1858 ",Doctrine and Covenants 101:89,0.85031,out of his hiding place and in his fury he will vex the,come forth out of his hiding place and in his fury vex the nation,Doctrine and Covenants
"September 9, 1838 ",Jeremiah 31:8,0.8477,travaileth with child together and a great company shall return thither I expect,the woman with child and her that travaileth with child together a great company shall return thither,Old Testament
"January 1, 1853 ",Doctrine and Covenants 86:10,0.84723,spoken through the mouths of his Holy Prophets since the world began This,mouths of all the holy prophets since the world began,Doctrine and Covenants
"August 27, 1885 ",Joseph Smith--Matthew 1:35,0.84644,Earth Pass away my words shall not pass away but shall all be,my words shall not pass away but all shall be fulfilled,Pearl of Great Price
"March 29, 1838 ",Matthew 12:39,0.84558,that there should no sign be given but the sign of the Prophet,after a sign and there shall no sign be given to it but the sign of the prophet Jonas,New Testament
"January 13, 1856 ",Doctrine and Covenants 110:15,0.84489,Fathers to the children and the hearts of the children to their Fathers,To turn the hearts of the fathers to the children and the children,Doctrine and Covenants
"August 27, 1885 ",Doctrine and Covenants 56:11,0.84431,Earth Pass away my words shall not pass away but shall all be,And though the heaven and the earth pass away these words shall not pass away but shall be fulfilled,Doctrine and Covenants
"March 10, 1844 ",Joseph Smith--History 1:39,0.8443,hearts of the Fathers to the Children and the hearts of the Children,hearts of the children the promises made to the fathers and the hearts,Pearl of Great Price
"January 21, 1844 ",Joseph Smith--History 1:39,0.8443,hearts of the fathers to the children and the hearts of the children,hearts of the children the promises made to the fathers and the hearts,Pearl of Great Price
"January 21, 1847 ",Doctrine and Covenants 136:29,0.84357,thou art sorrowful call on the Lord thy God with supplication that your,If thou art sorrowful call on the Lord thy God with supplication that your souls may be joyful,Doctrine and Covenants
"February 26, 1879 ",Revelation 14:7,0.84171,"""crying with a loud voice fear God and give glory to him for",Saying with a loud voice Fear God and give glory to him for,New Testament
"December 1, 1885 ",Doctrine and Covenants 124:22,0.84011,my servant John Taylor 1808 and my servant Wilford Woodruff and my servant,Let my servant George and my servant Lyman and my servant John Snider,Doctrine and Covenants
October 6 1881 ,Doctrine and Covenants 20:79,0.83838,would say 'O God the Eternal Father we ask thee in the name,O God the Eternal Father we ask thee in the name of thy,Doctrine and Covenants
October 6 1881 ,Doctrine and Covenants 20:77,0.83838,would say 'O God the Eternal Father we ask thee in the name,O God the Eternal Father we ask thee in the name of thy,Doctrine and Covenants
October 6 1881 ,Moroni 5:2,0.83838,would say 'O God the Eternal Father we ask thee in the name,O God the Eternal Father we ask thee in the name of thy,Book of Mormon
October 6 1881 ,Moroni 4:3,0.83838,would say 'O God the Eternal Father we ask thee in the name,O God the Eternal Father we ask thee in the name of thy,Book of Mormon
"March 8, 1857 ",3 Nephi 14:14,0.83821,"""strait is the gate and narrow the way that leadeth unto Eternal life",Because strait is the gate and narrow is the way which leadeth unto,Book of Mormon
"March 8, 1857 ",Matthew 7:14,0.83821,"""strait is the gate and narrow the way that leadeth unto Eternal life",Because strait is the gate and narrow is the way which leadeth unto,New Testament
"February 12, 1862 ",Doctrine and Covenants 107:55,0.83791,"thee and thou art a prince over them forever"" ""And Adam stood up",of thee and thou art a prince over them forever,Doctrine and Covenants
"August 18, 1844 ",3 Nephi 9:2,0.83766,you will understand and see that all is right WO WO WO unto,Wo wo wo unto this people wo unto the inhabitants of the whole,Book of Mormon
"September 23, 1849 ",Jeremiah 30:21,0.83675,Nobles shall be of themselves And their Governor shall procede out of the,And their nobles shall be of themselves and their governor shall proceed from,Old Testament
"December 31, 1840 ",1 Nephi 21:23,0.83622,Kings that they m[a]y become their nursing fathers and Queens their nursing mothers,And kings shall be thy nursing fathers and their queens thy nursing mothers,Book of Mormon
"December 31, 1840 ",Isaiah 49:23,0.83622,Kings that they m[a]y become their nursing fathers and Queens their nursing mothers,And kings shall be thy nursing fathers and their queens thy nursing mothers,Old Testament
"December 31, 1840 ",2 Nephi 6:7,0.83622,Kings that they m[a]y become their nursing fathers and Queens their nursing mothers,And kings shall be thy nursing fathers and their queens thy nursing mothers,Book of Mormon
"December 31, 1837 ",1 Nephi 1:14,0.83403,"old ""great and marvelous are thy works ""O LORD GOD ALMIGHTY"" when I",such as Great and marvelous are thy works O Lord God Almighty! Thy,Book of Mormon
"April 30, 1846 ",Hebrews 2:6,0.83395,is man that thou art mindful of him or the sun of man,art mindful of him or the son of man that thou visitest him,New Testament
"June 1, 1843 ",1 Corinthians 16:23,0.83358,the grace of Jesus Christ our Lord be and abide with you all,The grace of our Lord Jesus Christ be with you,New Testament
"November 18, 1855 ",Mark 3:15,0.8328,have had power to heal the sick and cast out devils open the,And to have power to heal sicknesses and to cast out devils,New Testament
"February 4, 1851 ",Revelation 11:15,0.83111,when the kingdoms of this world become the kingdom of Our Lord and,The kingdoms of this world are become the kingdoms of our Lord and,New Testament
"April 6, 1837 ",Doctrine and Covenants 88:138,0.83043,me clean from the Blood of this generation this as it was with,is clean from the blood of this generation,Doctrine and Covenants
"March 27, 1842 ",Doctrine and Covenants 128:16,0.83017,"baptized for the dead if the dead rise not and"" if their is",which are baptized for the dead if the dead rise not at all,Doctrine and Covenants
"October 20, 1855 ",Luke 2:11,0.82878,"in the City of David A Saviour which is Christ the Lord"" This",For unto you is born this day in the city of David a Saviour which is Christ the Lord,New Testament
"January 13, 1856 ",Doctrine and Covenants 110:15,0.82814,will turn the hearts of the children to the Ancient Fathers and the,To turn the hearts of the fathers to the children and the children,Doctrine and Covenants
"January 21, 1844 ",Doctrine and Covenants 128:17,0.82761,to their fathers lest I come and smite the whole earth with a,of the children to their fathers lest I come and smite the earth with a curse,Doctrine and Covenants
"March 29, 1838 ",Doctrine and Covenants 76:114,0.82728,Great and marvelous are the works of the Lord,But great and marvelous are the works of the Lord and the mysteries,Doctrine and Covenants
"April 30, 1846 ",Psalms 8:4,0.82672,is man that thou art mindful of him or the sun of man,What is man that thou art mindful of him and the son of man that thou visitest him,Old Testament
"September 15, 1884 ",Doctrine and Covenants 121:36,0.8267,Priesthood are inseparably connected with the Powers of heavens and that the powers,That the rights of the priesthood are inseparably connected with the powers of,Doctrine and Covenants
"March 24, 1844 ",Alma 5:52,0.82646,is laid unto the root of the tree and evry tree that bringeth,laid at the root of the tree therefore every tree that bringeth not,Book of Mormon
"January 21, 1847 ",Doctrine and Covenants 136:27,0.82644,steward for it is the free gift of the Lord thy God and,a wise steward for it is the free gift of the Lord thy God and thou art his steward,Doctrine and Covenants
"December 1, 1885 ",Doctrine and Covenants 118:6,0.82565,my servant John Taylor 1808 and my servant Wilford Woodruff and my servant,Let my servant John Taylor and also my servant John E Page and,Doctrine and Covenants
"March 29, 1838 ",Jacob 4:8,0.82513,Great and marvelous are the works of the Lord,Behold great and marvelous are the works of the Lord How unsearchable are,Book of Mormon
"February 26, 1879 ",Daniel 3:18,0.82504,hands But be it known unto the O King that we will not,But if not be it known unto thee O king that we will,Old Testament
"September 10, 1843 ",Jeremiah 31:6,0.82504,might cry arise ye and let us go up unto zion the city,shall cry Arise ye and let us go up to Zion unto the Lord our God,Old Testament
"December 31, 1840 ",2 Nephi 28:26,0.82415,his holy Calling and the gift of the Holy Ghost ^and power^ of,denieth the power of God and the gift of the Holy Ghost!,Book of Mormon
"October 2, 1856 ",Doctrine and Covenants 124:125,0.82391,be a prophet seer and Revelator in the church and kingdom of God,all my church to be a translator a revelator a seer and prophet,Doctrine and Covenants
"March 27, 1842 ",3 Nephi 11:25,0.82325,the Name of the Father of the Son and of the Holy Ghost,of the Father and of the Son and of the Holy Ghost Amen,Book of Mormon
"January 4, 1852 ",Doctrine and Covenants 64:10,0.82163,forgive ^it^ for I cannot if the Lord will forgive you I will,I the Lord will forgive whom I will forgive but of you it is required to forgive all men,Doctrine and Covenants
"September 10, 1843 ",Isaiah 11:11,0.82141,hand again the second time to recover the remnant of his people assemble,set his hand again the second time to recover the remnant of his,Old Testament
"September 10, 1843 ",2 Nephi 21:11,0.82141,hand again the second time to recover the remnant of his people assemble,set his hand again the second time to recover the remnant of his,Book of Mormon
"April 19, 1893 ",Doctrine and Covenants 43:26,0.82138,the cup of the wrath of mine indignation is full and I will,Behold the day has come when the cup of the wrath of mine indignation is full,Doctrine and Covenants
"February 2, 1851 ",Malachi 4:6,0.82078,the children lest I come and smite the whole Earth with a curse,the heart of the children to their fathers lest I come and smite the earth with a curse,Old Testament
"February 2, 1851 ",3 Nephi 25:6,0.82078,the children lest I come and smite the whole Earth with a curse,the heart of the children to their fathers lest I come and smite the earth with a curse,Book of Mormon
"April 7, 1859 ",Doctrine and Covenants 88:22,0.81857,celestial Law and are not able to abide a celestial Glory they will,For he who is not able to abide the law of a celestial kingdom cannot abide a celestial glory,Doctrine and Covenants
"September 13, 1846 ",Isaiah 28:10,0.81822,precept line upon line here a little and there a little until we,upon line here a little and there a little,Old Testament
"April 7, 1848 ",3 Nephi 12:25,0.81793,ch of math Agree with thine Adversary quickly while thou art in the,Agree with thine adversary quickly while thou art in the way with him,Book of Mormon
"August 28, 1857 ",Doctrine and Covenants 88:114,0.81652,have no power over thy saints any more at all,not have power over the saints any more at all,Doctrine and Covenants
"February 12, 1862 ",Doctrine and Covenants 107:54,0.81461,and blessed Adam OT and called him the Prince Michael the Archangel and,and called him Michael the prince the archangel,Doctrine and Covenants
"December 24, 1852 ",Revelation 11:15,0.8144,to separate and the Kingdoms of this world must become the Kingdoms of,The kingdoms of this world are become the kingdoms of our Lord and,New Testament
"April 6, 1837 ",Revelation 14:10,0.81331,a seal in the presence of God and the Lamb and holy angels,angels and in the presence of the Lamb,New Testament
"February 26, 1879 ",Daniel 3:12,0.8132,serve thy Gods men worship the golden Image which thou hast set up,regarded thee they serve not thy gods nor worship the golden image which thou hast set up,Old Testament
"August 20, 1843 ",Revelation 16:3,0.81301,died in the sea and the third angel poured out his vial upon,And the second angel poured out his vial upon the sea and it,New Testament
"January 21, 1847 ",Doctrine and Covenants 136:3,0.81275,Captains of Hundreds Captains of Fifties and Captains of Tens with a President,Let the companies be organized with captains of hundreds captains of fifties and,Doctrine and Covenants
"February 12, 1841 ",Isaiah 28:19,0.81203,the Dust it shall be a vexation to understand the report of the,shall be a vexation only to understand the report,Old Testament
"July 13, 1859 ",Hebrews 11:1,0.812,the substance of things hopede for and the evidence of things ^not seen^hoped,Now faith is the substance of things hoped for the evidence of things not seen,New Testament
"December 1, 1885 ",Doctrine and Covenants 124:70,0.81184,my servant John Taylor 1808 and my servant Wilford Woodruff and my servant,my servant Lyman Wight and my servant John Snider and my servant Peter,Doctrine and Covenants
"January 1, 1858 ",Micah 4:12,0.81158,"be defiled"" ""but they know not the thoughts of the Lord neither understand",But they know not the thoughts of the Lord neither understand they his,Old Testament
"February 26, 1879 ",Doctrine and Covenants 133:33,0.81002,shall be filled with Songs of Everlasting Joy Behold this is the Blessing,And they shall be filled with songs of everlasting joy,Doctrine and Covenants
"August 15, 1858 ",3 Nephi 13:10,0.80885,will be done here on Earth as it is done in heaven then,Thy will be done on earth as it is in heaven,Book of Mormon
"January 22, 1843 ",Matthew 16:18,0.80851,this rock I will build my Church and the gates of hell shall,rock I will build my church and the gates of hell shall not prevail against it,New Testament
"January 3, 1838 ",John 15:13,0.80767,love hath any man than that he lay down his life for his,Greater love hath no man than this that a man lay down his life for his friends,New Testament
"February 26, 1879 ",Doctrine and Covenants 133:28,0.80702,the midst of the Great Deep Their Enemies shall become a prey unto,Their enemies shall become a prey unto them,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:37,0.80696,Jr whom I did call upon by mine Angels my ministering servents and,whom I did call upon by mine angels my ministering servants and by,Doctrine and Covenants
"March 10, 1844 ",Doctrine and Covenants 98:16,0.80659,to seal the children to the fathers and fathers to the children now,of the children to their fathers and the hearts of the fathers to the children,Doctrine and Covenants
"April 6, 1873 ",Doctrine and Covenants 136:2,0.80656,Christ of Latterday Saints [] Church of Jesus Christ of Latterday Saints Met,Let all the people of The Church of Jesus Christ of Latterday Saints,Doctrine and Covenants
"April 9, 1852 ",Jude 1:6,0.80651,were reserved in everlasting chains of darkness unto the judgment of the great,habitation he hath reserved in everlasting chains under darkness unto the judgment of the great day,New Testament
"September 9, 1843 ",Judges 10:6,0.80568,to take away the gods of the gods of the gentiles the Lord,gods of Zidon and the gods of Moab and the gods of the,Old Testament
"April 4, 1860 ",Doctrine and Covenants 88:21,0.80502,a telestial kingdom or terrestrial kingdom I think No people will keep the,of a terrestrial kingdom or that of a telestial kingdom,Doctrine and Covenants
"February 25, 1858 ",Joseph Smith--History 1:65,0.80434,in money I took it out of my pocket and gave it to,it out of my pocket and gave it to him when he took,Pearl of Great Price
"January 13, 1841 ",Moroni 10:4,0.80313,I ask God the Eternal Father in the name of Jesus Christ to,would ask God the Eternal Father in the name of Christ if these,Book of Mormon
"November 2, 1858 ",Ecclesiastes 4:13,0.80289,that a wise child was Better than an old and foolish king I,Better is a poor and a wise child than an old and foolish king who will no more be admonished,Old Testament
"April 4, 1896 ",Doctrine and Covenants 105:15,0.80179,not many years hence they shall not be left to pollute my heritage,enemies and not many years hence they shall not be left to pollute,Doctrine and Covenants
