date,verse_title,cosine_score,phrase_woodruff,phrase_scripture,volume_title
"December 31, 1840 ",Psalms 84:10,0.77116,of God than to dwell in the tents of wickedness I felt much,rather be a doorkeeper in the house of my God than to dwell in the tents of wickedness,Old Testament
"December 20, 1850 ",Deuteronomy 33:17,0.76753,one of the Horns of Joseph to push the people together to the,like the horns of unicorns with them he shall push the people together,Old Testament
"April 4, 1896 ",Haggai 2:9,0.76465,Saith the Lord of hosts I the Lord have spoken and will be,saith the Lord of hosts and in this place will I give peace saith the Lord of hosts,Old Testament
"April 15, 1837 ",John 21:18,0.7646,Thou shalt labour in the Temple of the Lord thy God Thou shalt,and walkedst whither thou wouldest but when thou shalt be old thou shalt,New Testament
"April 27, 1847 ",Joshua 15:61,0.7645,the wilderness we ar now in a tabernacle in the wilderness and getting,In the wilderness Betharabah Middin and Secacah,Old Testament
"December 19, 1885 ",1 Kings 8:39,0.76241,no man as thou knowest for thou knowest all our ways Thou hast,give to every man according to his ways whose heart thou knowest for thou even thou only knowest the hearts of all the children of men,Old Testament
"April 15, 1837 ",John 21:18,0.76073,thee Thou shalt have long life and see good days Thou shalt be,and walkedst whither thou wouldest but when thou shalt be old thou shalt,New Testament
"December 16, 1857 ",Exodus 13:21,0.75875,pillar of fire by night and a cloud by day And the way,cloud to lead them the way and by night in a pillar of fire to give them light to go by day and night,Old Testament
"December 16, 1857 ",Exodus 13:22,0.75771,pillar of fire by night and a cloud by day And the way,He took not away the pillar of the cloud by day nor the pillar of fire by night from before the people,Old Testament
"March 10, 1844 ",Acts 3:19,0.75418,your sins may be blotted out when the times of refreshing shall come,Repent ye therefore and be converted that your sins may be blotted out when the times of refreshing shall come from the presence of the Lord,New Testament
"February 2, 1851 ",Luke 1:17,0.75108,turn the hearts of the children to their fathers and the fathers to,to turn the hearts of the fathers to the children and the disobedient,New Testament
"September 21, 1847 ",Nehemiah 8:4,0.74958,and placed them on his left hand and ourselves on his right and,and Urijah and Hilkiah and Maaseiah on his right hand and on his,Old Testament
"April 15, 1837 ",Deuteronomy 10:20,0.74852,Thou shalt labour in the Temple of the Lord thy God Thou shalt,Thou shalt fear the Lord thy God him shalt thou serve and to him shalt thou cleave and swear by his name,Old Testament
"February 12, 1853 ",Ecclesiastes 7:2,0.7478,for that is the end of all men and the living will lay,to the house of feasting for that is the end of all men and the living will lay it to his heart,Old Testament
"January 21, 1847 ",Exodus 3:16,0.7477,the Lord your God even the God of your Fathers the God of,Lord God of your fathers the God of Abraham of Isaac and of,Old Testament
"April 30, 1878 ",1 Chronicles 6:58,0.74747,was with her in the morning and administered to her with me He,And Hilen with her suburbs Debir with her suburbs,Old Testament
"April 30, 1843 ",John 3:5,0.74632,and the spirit you cannot enter into the kingdom of God saith the,of water and of the Spirit he cannot enter into the kingdom of God,New Testament
"November 15, 1896 ",Zechariah 12:10,0.74413,I will pour out upon you and the inhabitants of Zion and the,And I will pour upon the house of David and upon the inhabitants,Old Testament
"April 15, 1837 ",Luke 4:8,0.74225,Thou shalt labour in the Temple of the Lord thy God Thou shalt,it is written Thou shalt worship the Lord thy God and him only shalt thou serve,New Testament
"January 9, 1894 ",Matthew 24:35,0.74207,all be fulfilled And though heaven and earth pass away my words shall,Heaven and earth shall pass away but my words shall not pass away,New Testament
"January 9, 1894 ",Luke 21:33,0.74207,all be fulfilled And though heaven and earth pass away my words shall,Heaven and earth shall pass away but my words shall not pass away,New Testament
"January 9, 1894 ",Mark 13:31,0.74207,all be fulfilled And though heaven and earth pass away my words shall,Heaven and earth shall pass away but my words shall not pass away,New Testament
"December 16, 1857 ",Numbers 14:14,0.74084,pillar of fire by night and a cloud by day And the way,thou goest before them by day time in a pillar of a cloud and in a pillar of fire by night,Old Testament
"April 30, 1878 ",1 Chronicles 6:68,0.74017,was with her in the morning and administered to her with me He,And Jokmeam with her suburbs and Bethhoron with her suburbs,Old Testament
"April 30, 1878 ",1 Chronicles 6:75,0.74017,was with her in the morning and administered to her with me He,And Hukok with her suburbs and Rehob with her suburbs,Old Testament
"April 30, 1878 ",1 Chronicles 6:69,0.74017,was with her in the morning and administered to her with me He,And Aijalon with her suburbs and Gathrimmon with her suburbs,Old Testament
"April 30, 1878 ",Joshua 21:15,0.74017,was with her in the morning and administered to her with me He,And Holon with her suburbs and Debir with her suburbs,Old Testament
"April 30, 1878 ",1 Chronicles 6:59,0.74017,was with her in the morning and administered to her with me He,And Ashan with her suburbs and Bethshemesh with her suburbs,Old Testament
"April 30, 1878 ",1 Chronicles 6:81,0.74017,was with her in the morning and administered to her with me He,And Heshbon with her suburbs and Jazer with her suburbs,Old Testament
"April 30, 1878 ",Joshua 21:14,0.74017,was with her in the morning and administered to her with me He,And Jattir with her suburbs and Eshtemoa with her suburbs,Old Testament
"April 30, 1878 ",1 Chronicles 6:73,0.74017,was with her in the morning and administered to her with me He,And Ramoth with her suburbs and Anem with her suburbs,Old Testament
"October 21, 1855 ",Isaiah 40:9,0.73939,the[e] up into the High mountains that bringest good tidings we say that,O Zion that bringest good tidings get thee up into the high mountain,Old Testament
"August 25, 1896 ",Jeremiah 17:20,0.73879,Son of Man Again hear ye the word of the Lord O ye,And say unto them Hear ye the word of the Lord ye kings,Old Testament
"April 30, 1854 ",Isaiah 5:5,0.73767,will now tell this people what they should do I will tell the,And now go to I will tell you what I will do to,Old Testament
"January 21, 1847 ",Deuteronomy 1:15,0.73758,Captains of Hundreds Captains of Fifties and Captains of Tens with a President,made them heads over you captains over thousands and captains over hundreds and captains over fifties and captains over tens and officers among your tribes,Old Testament
"February 26, 1879 ",John 13:17,0.73517,ye Latter Day Saints do ye not know these things are true You,If ye know these things happy are ye if ye do them,New Testament
"April 15, 1837 ",Romans 13:9,0.73494,Thou shalt labour in the Temple of the Lord thy God Thou shalt,For this Thou shalt not commit adultery Thou shalt not kill Thou shalt,New Testament
"December 19, 1885 ",2 Chronicles 6:30,0.7346,no man as thou knowest for thou knowest all our ways Thou hast,every man according unto all his ways whose heart thou knowest for thou only knowest the hearts of the children of men,Old Testament
"October 20, 1896 ",Haggai 2:9,0.73367,saith the Lord of hosts As I the Lord have suffered so will,saith the Lord of hosts and in this place will I give peace saith the Lord of hosts,Old Testament
"February 26, 1879 ",Romans 8:17,0.73328,and heirs of God and Joint heirs of Jesus Christ to a fulness,And if children then heirs heirs of God and jointheirs with Christ if,New Testament
"April 15, 1837 ",Ezekiel 38:8,0.73182,thee Thou shalt have long life and see good days Thou shalt be,After many days thou shalt be visited in the latter years thou shalt,Old Testament
"January 13, 1856 ",Malachi 4:6,0.73058,"lest I come and smite the Earth with a curse"" Abram received the",the heart of the children to their fathers lest I come and smite the earth with a curse,Old Testament
"December 31, 1849 ",Isaiah 65:21,0.72946,Houses and inhabit them plant vineyards and eat the fruit thereof I Pray,And they shall build houses and inhabit them and they shall plant vineyards and eat the fruit of them,Old Testament
"March 10, 1844 ",Luke 3:4,0.72904,the wilderness prepare ye the way of the Lord and make his paths,prophet saying The voice of one crying in the wilderness Prepare ye the way of the Lord make his paths straight,New Testament
"April 4, 1896 ",Zechariah 1:3,0.72843,Saith the Lord of hosts I the Lord have spoken and will be,unto me saith the Lord of hosts and I will turn unto you saith the Lord of hosts,Old Testament
"September 10, 1843 ",Luke 21:24,0.72788,be trodden down of the gentiles until the times of the gentiles be,led away captive into all nations and Jerusalem shall be trodden down of the Gentiles until the times of the Gentiles be fulfilled,New Testament
"December 20, 1850 ",Genesis 26:3,0.72708,thee and reveal unto thee thy duty yea and give unto thee many,thee for unto thee and unto thy seed I will give all these,Old Testament
"March 4, 1842 ",Isaiah 9:6,0.72611,minutes past 10 oclock unto us a child is given! unto us a,For unto us a child is born unto us a son is given,Old Testament
"December 20, 1850 ",Genesis 17:8,0.72585,thee and reveal unto thee thy duty yea and give unto thee many,And I will give unto thee and to thy seed after thee the,Old Testament
"October 20, 1855 ",Matthew 10:6,0.7257,the lost sheep of the House of Israel He must also go and,But go rather to the lost sheep of the house of Israel,New Testament
"April 2, 1885 ",Jeremiah 17:20,0.72546,of man Again hear ye the word of the Lord O ye mine,And say unto them Hear ye the word of the Lord ye kings,Old Testament
"January 20, 1872 ",Job 32:8,0.72366,to the saints The inspiration of the Almighty which giveth the spirit of,But there is a spirit in man and the inspiration of the Almighty giveth them understanding,Old Testament
"January 21, 1847 ",Deuteronomy 12:12,0.72229,your flocks and in your herds and in your fields and in your,and your daughters and your menservants and your maidservants and the Levite that,Old Testament
"April 15, 1837 ",Deuteronomy 18:13,0.72177,Thou shalt labour in the Temple of the Lord thy God Thou shalt,Thou shalt be perfect with the Lord thy God,Old Testament
"April 7, 1844 ",Joel 2:29,0.72135,things and I will in the last days pour out my spirit upon,And also upon the servants and upon the handmaids in those days will I pour out my spirit,Old Testament
"June 11, 1843 ",Matthew 15:14,0.72027,blind may lead the blind and both fall into the deatch together Their,Let them alone they be blind leaders of the blind And if the blind lead the blind both shall fall into the ditch,New Testament
"October 22, 1840 ",Psalms 137:5,0.7173,of my mouth and my right hand forget her cunning when I will,If I forget thee O Jerusalem let my right hand forget her cunning,Old Testament
"February 26, 1879 ",Daniel 3:14,0.71724,serve thy Gods men worship the golden Image which thou hast set up,Abednego do not ye serve my gods nor worship the golden image which I have set up,Old Testament
"December 20, 1850 ",Ezekiel 39:4,0.71594,thee and reveal unto thee thy duty yea and give unto thee many,and the people that is with thee I will give thee unto the,Old Testament
"April 15, 1837 ",Deuteronomy 16:11,0.71593,Thou shalt labour in the Temple of the Lord thy God Thou shalt,And thou shalt rejoice before the Lord thy God thou and thy son,Old Testament
"February 7, 1885 ",Mark 6:13,0.71536,Oil and many were healed by the power of God Devils were cast,And they cast out many devils and anointed with oil many that were sick and healed them,New Testament
"September 21, 1840 ",Acts 3:13,0.71471,of life and health and of Abraham of Isaac and of Jacob I,The God of Abraham and of Isaac and of Jacob the God of,New Testament
"April 15, 1837 ",Job 5:24,0.71378,Thou shalt labour in the Temple of the Lord thy God Thou shalt,And thou shalt know that thy tabernacle shall be in peace and thou shalt visit thy habitation and shalt not sin,Old Testament
"June 21, 1840 ",Ezekiel 31:1,0.7133,the 15th Day of the third month of the eleventh year of the,And it came to pass in the eleventh year in the third month,Old Testament
"January 21, 1847 ",Deuteronomy 23:21,0.71329,thee If thou shalt find that which thy neighbor has lost thou shalt,When thou shalt vow a vow unto the Lord thy God thou shalt,Old Testament
"January 21, 1847 ",Exodus 6:13,0.7132,children of Israel out of the Land of Egypt and my arm is,charge unto the children of Israel and unto Pharaoh king of Egypt to bring the children of Israel out of the land of Egypt,Old Testament
"February 17, 1857 ",Jeremiah 33:11,0.71267,power of God his voice was as the voice of God and the,The voice of joy and the voice of gladness the voice of the,Old Testament
"February 17, 1857 ",Judges 13:9,0.7123,power of God his voice was as the voice of God and the,And God hearkened to the voice of Manoah and the angel of God,Old Testament
"December 31, 1836 ",Ezekiel 30:20,0.71205,day of the first month of the Eleventh year of the Church the,And it came to pass in the eleventh year in the first month,Old Testament
"December 20, 1848 ",Isaiah 60:17,0.71148,"I will bring silver for wood brass for stones Iron[""] and truly this",For brass I will bring gold and for iron I will bring silver,Old Testament
"July 6, 1885 ",Genesis 36:14,0.7097,She had 3 sons and 1 daughter Martered 2 sons and 1 Daughter,And these were the sons of Aholibamah the daughter of Anah the daughter,Old Testament
"March 10, 1884 ",John 2:1,0.70842,spoke upon the Marriage in Cana at Galilee He thought Jesus was the,And the third day there was a marriage in Cana of Galilee and the mother of Jesus was there,New Testament
"April 7, 1844 ",Matthew 23:33,0.70692,how can ye escape the damnation of Hell here we have the testimony,Ye serpents ye generation of vipers how can ye escape the damnation of hell,New Testament
"December 20, 1850 ",John 21:18,0.70659,for thou shalt rend them in twain Thou shalt be deliverd out of,and walkedst whither thou wouldest but when thou shalt be old thou shalt,New Testament
"January 12, 1864 ",Leviticus 21:13,0.70587,take more than one wife to take her to wife He had a,And he shall take a wife in her virginity,Old Testament
"February 26, 1879 ",Proverbs 14:34,0.70572,Nation while sin is a reproach to any People The question was asked,Righteousness exalteth a nation but sin is a reproach to any people,Old Testament
"April 15, 1837 ",Deuteronomy 14:26,0.70552,Thou shalt labour in the Temple of the Lord thy God Thou shalt,whatsoever thy soul desireth and thou shalt eat there before the Lord thy God and thou shalt rejoice thou and thine household,Old Testament
"April 15, 1837 ",Ezekiel 38:8,0.70531,Thou shalt labour in the Temple of the Lord thy God Thou shalt,After many days thou shalt be visited in the latter years thou shalt,Old Testament
"April 15, 1837 ",John 21:18,0.70519,the blood of Ephraim^ thou shalt have a celestial crown Thou shalt have,and walkedst whither thou wouldest but when thou shalt be old thou shalt,New Testament
"April 15, 1837 ",Romans 13:9,0.70503,thee Thou shalt have long life and see good days Thou shalt be,For this Thou shalt not commit adultery Thou shalt not kill Thou shalt,New Testament
"April 4, 1896 ",Haggai 2:4,0.70479,Saith the Lord of hosts I the Lord have spoken and will be,of the land saith the Lord and work for I am with you saith the Lord of hosts,Old Testament
"January 4, 1852 ",Deuteronomy 12:12,0.70468,if you sin against your family your parents your husband your wife your,and your daughters and your menservants and your maidservants and the Levite that,Old Testament
"January 13, 1856 ",Luke 1:17,0.70455,will turn the hearts of the children to the Ancient Fathers and the,to turn the hearts of the fathers to the children and the disobedient,New Testament
"February 26, 1879 ",Matthew 24:37,0.70447,the days of the coming of the Son of man First to the,But as the days of Noe were so shall also the coming of the Son of man be,New Testament
"June 11, 1843 ",John 5:26,0.70409,of power As the father hath power in himself so the Son hath,For as the Father hath life in himself so hath he given to the Son to have life in himself,New Testament
"January 5, 1861 ",1 Chronicles 6:58,0.70349,her and took care of her but did not sleep with her as,And Hilen with her suburbs Debir with her suburbs,Old Testament
"April 15, 1837 ",Isaiah 58:9,0.70266,Thou shalt labour in the Temple of the Lord thy God Thou shalt,Then shalt thou call and the Lord shall answer thou shalt cry and,Old Testament
"January 17, 1843 ",Mark 1:4,0.70245,of John it was the baptism of repentance unto the remission of sins,John did baptize in the wilderness and preach the baptism of repentance for the remission of sins,New Testament
"September 8, 1851 ",Song of Solomon 2:15,0.70197,Foxes that spoil the vines we have a Prophet for a leader now,Take us the foxes the little foxes that spoil the vines for our vines have tender grapes,Old Testament
"October 6, 1891 ",Exodus 18:19,0.70147,Saints will hearken unto my voice and the counsel of my Servants the,Hearken now unto my voice I will give thee counsel and God shall,Old Testament
"November 10, 1861 ",2 Chronicles 18:2,0.70095,united with him they must go with him and follow him He should,he had with him and persuaded him to go up with him to Ramothgilead,Old Testament
